Order ID,Product Name,Category,Quantity,Price,Discount,Customer City,Delivery Time (mins),Order Date
1833,Toilet Cleaner,Household,4,407.48,15%,Kolkata,40,2014-07-23
1834,Bun,Bakery,3,109.67,15%,Mumbai,46,2014-12-13
1835,Water Bottle,Beverages,2,326.52,15%,Pune,57,2014-04-08
1836,Cheese,Dairy,1,107.87,10%,Chennai,60,2014-12-02
1837,Popcorn,Snacks,2,52.99,0%,Delhi,37,2014-07-12
1838,Kurkure,Snacks,5,172.73,0%,Chennai,10,2014-11-06
1839,Coca Cola,Beverages,1,176.28,10%,Hyderabad,60,2014-07-26
1840,Kurkure,Snacks,5,347.74,5%,Kolkata,41,2014-06-01
1841,Banana,Fruits & Vegetables,1,98.35,20%,Delhi,25,2014-04-01
1842,Water Bottle,Beverages,4,350.17,5%,Mumbai,43,2014-11-18
1843,Paneer,Dairy,5,495.04,5%,Delhi,57,2014-04-06
1844,Lays Chips,Snacks,4,277.77,20%,Delhi,29,2014-01-24
1845,Diapers,Baby Care,5,400.5,0%,Ahmedabad,57,2014-08-23
1846,Cheese,Dairy,3,240.85,0%,Kolkata,55,2014-01-05
1847,Pepsi,Beverages,5,175.31,15%,Hyderabad,18,2014-12-05
1848,Soap,Personal Care,2,77.66,20%,Hyderabad,42,2014-10-26
1849,Paneer,Dairy,1,146.8,0%,Hyderabad,41,2014-03-05
1850,Potato,Fruits & Vegetables,3,348.44,5%,Hyderabad,23,2014-12-21
1851,Curd,Dairy,2,99.84,0%,Pune,19,2014-07-24
1852,Shampoo,Personal Care,3,38.59,10%,Bangalore,51,2014-04-22
1853,Soap,Personal Care,2,44.05,10%,Hyderabad,34,2014-11-03
1854,Curd,Dairy,2,187.53,0%,Mumbai,52,2014-05-12
1855,Toothpaste,Personal Care,2,41.52,10%,Delhi,54,2014-03-09
1856,Water Bottle,Beverages,2,34.56,20%,Ahmedabad,12,2014-04-26
1857,Popcorn,Snacks,5,74.22,15%,Kolkata,50,2014-10-25
1858,Potato,Fruits & Vegetables,2,262.35,15%,Hyderabad,27,2014-07-13
1859,Water Bottle,Beverages,2,402.11,20%,Mumbai,59,2014-04-15
1860,Bun,Bakery,2,195.26,0%,Hyderabad,26,2014-02-07
1861,Kurkure,Snacks,2,147.18,15%,Kolkata,30,2014-07-04
1862,Onion,Fruits & Vegetables,3,309.57,0%,Delhi,24,2014-04-05
1863,Potato,Fruits & Vegetables,1,314.9,5%,Ahmedabad,54,2014-09-08
1864,Juice,Beverages,5,227.89,0%,Kolkata,13,2014-02-19
1865,Juice,Beverages,5,238.43,10%,Mumbai,31,2014-04-23
1866,Bun,Bakery,1,471.01,10%,Bangalore,50,2014-09-19
1867,Curd,Dairy,2,472.59,20%,Delhi,26,2014-08-04
1868,Popcorn,Snacks,5,368.34,20%,Delhi,21,2014-07-18
1869,Kurkure,Snacks,5,116.52,10%,Mumbai,54,2014-12-22
1870,Cheese,Dairy,4,56.58,10%,Bangalore,43,2014-11-28
1871,Dishwash,Household,2,226.43,20%,Ahmedabad,13,2014-01-17
1872,Detergent,Household,2,282.57,5%,Chennai,29,2014-02-05
1873,Baby Lotion,Baby Care,4,337.24,20%,Bangalore,19,2014-04-22
1874,Coca Cola,Beverages,3,201.77,5%,Ahmedabad,48,2014-03-24
1875,Juice,Beverages,5,40.91,5%,Pune,20,2014-03-04
1876,Shampoo,Personal Care,4,364.82,0%,Kolkata,58,2014-07-05
1877,Pepsi,Beverages,5,55.85,15%,Delhi,12,2014-12-14
1878,Soap,Personal Care,3,142.58,5%,Pune,57,2014-07-09
1879,Baby Lotion,Baby Care,2,121.15,10%,Ahmedabad,58,2014-06-10
1880,Popcorn,Snacks,4,61.84,20%,Pune,37,2014-10-16
1881,Croissant,Bakery,2,426.46,20%,Chennai,10,2014-01-10
1882,Bread,Bakery,1,330.08,0%,Pune,38,2014-03-14
1883,Apple,Fruits & Vegetables,4,205.89,0%,Kolkata,38,2014-07-13
1884,Lays Chips,Snacks,2,377.5,0%,Chennai,55,2014-11-03
1885,Soap,Personal Care,3,396.14,15%,Hyderabad,50,2014-12-26
1886,Diapers,Baby Care,1,106.87,5%,Pune,41,2014-07-10
1887,Popcorn,Snacks,2,419.14,5%,Hyderabad,39,2014-12-22
1888,Croissant,Bakery,4,281.63,20%,Hyderabad,55,2014-07-14
1889,Soap,Personal Care,4,202.09,0%,Chennai,49,2014-01-01
1890,Detergent,Household,2,182.18,20%,Ahmedabad,29,2014-06-21
1891,Dishwash,Household,3,445.46,15%,Chennai,18,2014-11-13
1892,Kurkure,Snacks,1,37.95,0%,Delhi,18,2014-12-24
1893,Toilet Cleaner,Household,5,80.24,10%,Mumbai,11,2014-11-10
1894,Dishwash,Household,3,87.93,0%,Pune,30,2014-06-25
1895,Baby Lotion,Baby Care,2,459.0,0%,Bangalore,20,2014-03-19
1896,Milk,Dairy,3,158.39,0%,Bangalore,21,2014-02-27
1897,Baby Lotion,Baby Care,1,73.35,10%,Chennai,18,2014-08-21
1898,Baby Lotion,Baby Care,3,81.25,10%,Pune,20,2014-09-20
1899,Detergent,Household,3,196.08,15%,Bangalore,14,2014-01-06
1900,Juice,Beverages,1,460.88,20%,Bangalore,23,2014-01-14
1901,Tomato,Fruits & Vegetables,1,284.49,20%,Kolkata,20,2014-10-21
1902,Toilet Cleaner,Household,1,41.0,10%,Chennai,16,2014-01-01
1903,Bun,Bakery,5,268.49,15%,Chennai,19,2014-04-20
1904,Juice,Beverages,2,273.53,15%,Chennai,45,2014-01-01
1905,Curd,Dairy,5,404.36,5%,Delhi,19,2014-04-27
1906,Coca Cola,Beverages,5,323.04,10%,Chennai,28,2014-03-28
1907,Potato,Fruits & Vegetables,3,414.2,10%,Chennai,35,2014-02-01
1908,Toothpaste,Personal Care,3,295.97,5%,Pune,41,2014-12-22
1909,Croissant,Bakery,1,320.82,5%,Chennai,21,2014-05-22
1910,Toothpaste,Personal Care,5,200.8,5%,Mumbai,12,2014-08-27
1911,Soap,Personal Care,1,31.86,0%,Kolkata,42,2014-08-01
1912,Lays Chips,Snacks,2,323.68,0%,Bangalore,42,2014-06-18
1913,Toilet Cleaner,Household,4,141.25,0%,Pune,59,2014-05-22
1914,Diapers,Baby Care,1,230.61,20%,Kolkata,55,2014-02-19
1915,Baby Lotion,Baby Care,5,114.07,10%,Chennai,25,2014-05-08
1916,Baby Lotion,Baby Care,1,111.93,5%,Delhi,12,2014-04-09
1917,Toothpaste,Personal Care,2,204.72,20%,Kolkata,48,2014-10-13
1918,Biscuits,Snacks,5,231.15,10%,Chennai,46,2014-02-25
1919,Soap,Personal Care,2,453.83,10%,Hyderabad,53,2014-05-11
1920,Bread,Bakery,3,382.53,20%,Pune,50,2014-04-27
1921,Popcorn,Snacks,3,465.91,10%,Pune,48,2014-11-23
1922,Dishwash,Household,4,442.32,20%,Delhi,60,2014-10-23
1923,Lays Chips,Snacks,3,237.24,0%,Kolkata,55,2014-07-14
1924,Popcorn,Snacks,2,375.76,15%,Mumbai,14,2014-05-20
1925,Detergent,Household,5,376.99,20%,Delhi,42,2014-09-12
1926,Water Bottle,Beverages,1,459.57,0%,Kolkata,52,2014-03-14
1927,Soap,Personal Care,2,442.5,20%,Bangalore,30,2014-02-15
1928,Biscuits,Snacks,1,237.23,20%,Delhi,23,2014-01-19
1929,Bun,Bakery,4,96.52,10%,Kolkata,58,2014-03-24
1930,Lays Chips,Snacks,5,421.74,20%,Delhi,25,2014-05-28
1931,Shampoo,Personal Care,3,453.21,15%,Ahmedabad,43,2014-05-10
1932,Toothpaste,Personal Care,3,241.48,5%,Kolkata,42,2014-08-10
1933,Shampoo,Personal Care,2,144.13,0%,Chennai,24,2014-02-07
1934,Bread,Bakery,1,95.59,10%,Pune,10,2014-03-23
1935,Kurkure,Snacks,1,457.94,5%,Pune,15,2014-10-24
1936,Toothpaste,Personal Care,2,388.02,10%,Mumbai,57,2014-07-21
1937,Diapers,Baby Care,2,359.05,5%,Delhi,15,2014-01-02
1938,Baby Lotion,Baby Care,4,267.7,20%,Chennai,12,2014-11-12
1939,Coca Cola,Beverages,3,165.28,5%,Bangalore,12,2014-01-24
1940,Cheese,Dairy,2,320.48,15%,Bangalore,18,2014-05-12
1941,Detergent,Household,1,252.68,10%,Ahmedabad,56,2014-09-05
1942,Diapers,Baby Care,1,137.29,10%,Delhi,53,2014-02-20
1943,Milk,Dairy,1,425.32,20%,Kolkata,37,2014-05-12
1944,Soap,Personal Care,2,439.44,15%,Pune,45,2014-10-13
1945,Croissant,Bakery,5,418.91,15%,Chennai,14,2014-02-11
1946,Pepsi,Beverages,1,141.88,20%,Kolkata,32,2014-05-05
1947,Croissant,Bakery,5,495.04,20%,Ahmedabad,56,2014-01-28
1948,Biscuits,Snacks,5,78.85,20%,Hyderabad,37,2014-12-05
1949,Toothpaste,Personal Care,5,123.89,20%,Bangalore,37,2014-08-24
1950,Water Bottle,Beverages,5,183.21,5%,Ahmedabad,50,2014-07-21
1951,Toilet Cleaner,Household,5,167.45,15%,Kolkata,12,2014-09-11
1952,Kurkure,Snacks,4,325.5,0%,Kolkata,39,2014-05-06
1953,Popcorn,Snacks,2,491.51,5%,Chennai,26,2014-12-27
1954,Apple,Fruits & Vegetables,5,117.47,15%,Chennai,26,2014-08-28
1955,Banana,Fruits & Vegetables,3,88.74,5%,Hyderabad,54,2014-08-22
1956,Water Bottle,Beverages,3,229.51,20%,Kolkata,26,2014-01-02
1957,Bread,Bakery,1,61.62,5%,Bangalore,20,2014-03-12
1958,Diapers,Baby Care,2,449.23,15%,Chennai,45,2014-11-03
1959,Diapers,Baby Care,4,498.33,20%,Bangalore,59,2014-11-13
1960,Bun,Bakery,1,493.15,10%,Chennai,33,2014-01-25
1961,Kurkure,Snacks,1,46.17,10%,Kolkata,58,2014-08-14
1962,Onion,Fruits & Vegetables,3,242.56,0%,Mumbai,39,2014-03-28
1963,Shampoo,Personal Care,4,324.83,20%,Chennai,22,2014-04-15
1964,Coca Cola,Beverages,4,444.31,10%,Delhi,24,2014-08-01
1965,Dishwash,Household,2,272.39,20%,Mumbai,11,2014-11-27
1966,Milk,Dairy,1,110.64,15%,Bangalore,50,2014-02-24
1967,Detergent,Household,5,62.64,5%,Chennai,10,2014-04-01
1968,Biscuits,Snacks,4,138.43,0%,Mumbai,29,2014-05-06
1969,Popcorn,Snacks,4,451.1,10%,Mumbai,50,2014-06-09
1970,Apple,Fruits & Vegetables,5,38.69,20%,Ahmedabad,21,2014-02-15
1971,Shampoo,Personal Care,5,422.91,20%,Chennai,60,2014-09-10
1972,Baby Lotion,Baby Care,1,183.75,20%,Mumbai,60,2014-01-13
1973,Water Bottle,Beverages,3,278.87,0%,Chennai,30,2014-11-27
1974,Milk,Dairy,3,47.78,15%,Bangalore,19,2014-10-02
1975,Potato,Fruits & Vegetables,5,220.12,15%,Mumbai,37,2014-04-23
1976,Toilet Cleaner,Household,3,107.81,10%,Bangalore,36,2014-07-19
1977,Detergent,Household,4,421.46,10%,Kolkata,17,2014-10-06
1978,Cheese,Dairy,4,176.65,20%,Kolkata,10,2014-03-01
1979,Water Bottle,Beverages,4,356.42,15%,Mumbai,32,2014-10-27
1980,Biscuits,Snacks,5,398.47,15%,Delhi,48,2014-04-17
1981,Soap,Personal Care,2,353.52,0%,Mumbai,58,2014-08-16
1982,Onion,Fruits & Vegetables,5,466.57,5%,Kolkata,48,2014-06-27
1983,Juice,Beverages,1,395.36,0%,Kolkata,18,2014-09-04
1984,Onion,Fruits & Vegetables,4,187.56,20%,Kolkata,19,2014-04-10
1985,Water Bottle,Beverages,1,387.93,10%,Kolkata,52,2014-10-02
1986,Curd,Dairy,2,30.8,10%,Pune,13,2014-05-14
1987,Lays Chips,Snacks,5,301.66,20%,Mumbai,28,2014-02-12
1988,Toilet Cleaner,Household,2,135.43,10%,Mumbai,26,2014-08-22
1989,Shampoo,Personal Care,2,168.49,20%,Delhi,28,2014-06-06
1990,Bun,Bakery,5,61.69,15%,Mumbai,17,2014-05-09
1991,Biscuits,Snacks,2,306.96,5%,Chennai,53,2014-01-14
1992,Bun,Bakery,4,270.93,10%,Chennai,23,2014-01-15
1993,Diapers,Baby Care,2,128.03,15%,Chennai,40,2014-02-06
1994,Pepsi,Beverages,5,261.71,20%,Pune,25,2014-03-26
1995,Water Bottle,Beverages,2,390.79,0%,Kolkata,10,2014-01-14
1996,Biscuits,Snacks,3,208.81,0%,Kolkata,18,2014-12-18
1997,Milk,Dairy,1,480.21,20%,Mumbai,58,2014-11-28
1998,Water Bottle,Beverages,4,350.75,20%,Chennai,59,2014-01-23
1999,Apple,Fruits & Vegetables,5,397.27,15%,Kolkata,36,2014-11-15
2000,Diapers,Baby Care,4,262.95,5%,Hyderabad,38,2015-08-14
2001,Potato,Fruits & Vegetables,2,147.62,10%,Bangalore,10,2015-08-11
2002,Diapers,Baby Care,2,493.65,20%,Bangalore,47,2015-08-07
2003,Croissant,Bakery,2,178.59,0%,Ahmedabad,29,2015-09-15
2004,Soap,Personal Care,5,66.17,20%,Chennai,28,2015-07-08
2005,Popcorn,Snacks,2,416.25,0%,Mumbai,13,2015-02-03
2006,Dishwash,Household,2,429.05,15%,Hyderabad,47,2015-11-17
2007,Coca Cola,Beverages,5,151.0,20%,Pune,47,2015-11-15
2008,Cheese,Dairy,1,149.24,10%,Chennai,48,2015-11-10
2009,Baby Lotion,Baby Care,3,138.72,5%,Delhi,27,2015-05-23
2010,Onion,Fruits & Vegetables,5,387.52,0%,Hyderabad,59,2015-07-16
2011,Juice,Beverages,5,468.09,10%,Delhi,33,2015-06-14
2012,Paneer,Dairy,2,458.1,10%,Kolkata,22,2015-10-11
2013,Popcorn,Snacks,4,185.59,10%,Delhi,16,2015-10-25
2014,Paneer,Dairy,4,57.98,0%,Pune,40,2015-08-20
2015,Croissant,Bakery,4,323.17,5%,Hyderabad,25,2015-03-22
2016,Toothpaste,Personal Care,3,396.35,15%,Mumbai,36,2015-12-21
2017,Croissant,Bakery,2,125.99,0%,Ahmedabad,32,2015-12-22
2018,Banana,Fruits & Vegetables,2,320.95,5%,Bangalore,29,2015-01-25
2019,Biscuits,Snacks,1,452.33,5%,Kolkata,40,2015-11-01
2020,Shampoo,Personal Care,4,295.82,20%,Hyderabad,36,2015-12-03
2021,Shampoo,Personal Care,5,147.05,15%,Delhi,19,2015-06-17
2022,Detergent,Household,5,433.49,10%,Bangalore,47,2015-08-08
2023,Bread,Bakery,1,226.85,0%,Chennai,49,2015-09-14
2024,Tomato,Fruits & Vegetables,3,140.42,5%,Kolkata,47,2015-10-27
2025,Popcorn,Snacks,3,338.54,15%,Chennai,54,2015-09-03
2026,Juice,Beverages,3,220.15,5%,Ahmedabad,53,2015-08-18
2027,Popcorn,Snacks,4,191.61,20%,Pune,20,2015-04-13
2028,Juice,Beverages,3,378.2,0%,Mumbai,60,2015-09-05
2029,Baby Lotion,Baby Care,2,453.41,5%,Kolkata,28,2015-04-23
2030,Onion,Fruits & Vegetables,5,95.71,15%,Pune,32,2015-12-14
2031,Coca Cola,Beverages,5,370.25,15%,Chennai,39,2015-02-10
2032,Croissant,Bakery,4,196.31,10%,Pune,60,2015-04-18
2033,Coca Cola,Beverages,2,441.53,0%,Chennai,54,2015-07-03
2034,Cheese,Dairy,5,325.13,15%,Hyderabad,18,2015-03-02
2035,Dishwash,Household,2,192.48,5%,Hyderabad,33,2015-07-10
2036,Onion,Fruits & Vegetables,2,178.9,20%,Delhi,21,2015-12-19
2037,Paneer,Dairy,3,202.66,5%,Chennai,54,2015-11-20
2038,Coca Cola,Beverages,4,307.21,15%,Hyderabad,45,2015-08-10
2039,Coca Cola,Beverages,4,288.89,5%,Delhi,36,2015-12-15
2040,Dishwash,Household,1,327.7,5%,Chennai,26,2015-07-24
2041,Pepsi,Beverages,4,491.23,20%,Ahmedabad,58,2015-10-01
2042,Soap,Personal Care,3,435.18,0%,Chennai,31,2015-07-11
2043,Diapers,Baby Care,4,37.99,20%,Pune,59,2015-01-03
2044,Cheese,Dairy,3,134.69,0%,Bangalore,18,2015-03-21
2045,Apple,Fruits & Vegetables,4,233.73,0%,Hyderabad,16,2015-11-21
2046,Milk,Dairy,5,488.88,20%,Pune,56,2015-12-08
2047,Croissant,Bakery,1,389.86,15%,Bangalore,27,2015-08-14
2048,Detergent,Household,2,377.03,5%,Hyderabad,15,2015-10-13
2049,Curd,Dairy,4,53.16,10%,Ahmedabad,21,2015-08-24
2050,Coca Cola,Beverages,3,388.71,10%,Chennai,36,2015-11-05
2051,Diapers,Baby Care,4,212.16,5%,Ahmedabad,48,2015-04-02
2052,Coca Cola,Beverages,3,333.56,0%,Ahmedabad,40,2015-06-09
2053,Toothpaste,Personal Care,2,363.1,0%,Delhi,40,2015-11-16
2054,Soap,Personal Care,5,464.9,10%,Bangalore,26,2015-08-08
2055,Coca Cola,Beverages,2,54.94,10%,Bangalore,57,2015-03-03
2056,Detergent,Household,1,126.57,0%,Kolkata,24,2015-04-20
2057,Milk,Dairy,1,79.72,0%,Hyderabad,22,2015-02-21
2058,Bun,Bakery,1,248.9,10%,Ahmedabad,22,2015-01-07
2059,Toilet Cleaner,Household,2,143.75,10%,Delhi,22,2015-09-04
2060,Milk,Dairy,4,214.93,0%,Pune,39,2015-09-03
2061,Diapers,Baby Care,1,336.09,15%,Chennai,45,2015-05-05
2062,Coca Cola,Beverages,4,210.86,20%,Kolkata,40,2015-11-05
2063,Dishwash,Household,3,230.34,20%,Chennai,35,2015-06-12
2064,Cheese,Dairy,1,136.13,0%,Kolkata,21,2015-06-18
2065,Biscuits,Snacks,2,190.24,20%,Hyderabad,15,2015-12-13
2066,Pepsi,Beverages,4,267.01,10%,Hyderabad,53,2015-05-12
2067,Croissant,Bakery,4,213.61,10%,Ahmedabad,38,2015-10-24
2068,Pepsi,Beverages,5,245.94,20%,Ahmedabad,57,2015-03-28
2069,Potato,Fruits & Vegetables,1,81.43,5%,Chennai,22,2015-12-08
2070,Shampoo,Personal Care,2,186.99,20%,Hyderabad,45,2015-05-19
2071,Pepsi,Beverages,4,172.96,15%,Bangalore,53,2015-07-18
2072,Baby Lotion,Baby Care,5,88.64,5%,Mumbai,18,2015-01-16
2073,Toothpaste,Personal Care,1,264.23,20%,Delhi,60,2015-04-03
2074,Popcorn,Snacks,3,195.01,10%,Chennai,26,2015-12-04
2075,Milk,Dairy,3,49.41,15%,Kolkata,16,2015-03-11
2076,Shampoo,Personal Care,1,307.35,5%,Chennai,33,2015-06-27
2077,Onion,Fruits & Vegetables,3,37.39,20%,Ahmedabad,58,2015-09-03
2078,Curd,Dairy,5,170.24,20%,Ahmedabad,14,2015-08-08
2079,Soap,Personal Care,5,479.44,0%,Bangalore,46,2015-06-24
2080,Onion,Fruits & Vegetables,5,399.25,10%,Bangalore,22,2015-04-10
2081,Banana,Fruits & Vegetables,4,160.94,10%,Delhi,36,2015-03-08
2082,Diapers,Baby Care,5,134.56,15%,Ahmedabad,40,2015-01-28
2083,Croissant,Bakery,5,254.85,0%,Kolkata,55,2015-04-09
2084,Curd,Dairy,4,161.86,5%,Mumbai,28,2015-12-11
2085,Baby Lotion,Baby Care,4,33.22,20%,Chennai,14,2015-05-19
2086,Kurkure,Snacks,2,341.46,0%,Kolkata,20,2015-06-25
2087,Bread,Bakery,2,456.86,20%,Pune,31,2015-03-08
2088,Coca Cola,Beverages,4,363.29,0%,Delhi,20,2015-06-23
2089,Water Bottle,Beverages,4,222.98,0%,Chennai,53,2015-11-04
2090,Baby Lotion,Baby Care,2,263.02,0%,Kolkata,34,2015-04-05
2091,Toilet Cleaner,Household,5,319.35,15%,Delhi,49,2015-07-15
2092,Bun,Bakery,3,70.46,0%,Bangalore,42,2015-10-10
2093,Toilet Cleaner,Household,1,464.1,0%,Chennai,34,2015-06-12
2094,Toilet Cleaner,Household,3,485.67,0%,Chennai,58,2015-02-25
2095,Soap,Personal Care,3,238.92,15%,Bangalore,20,2015-03-21
2096,Diapers,Baby Care,5,383.62,5%,Delhi,25,2015-05-05
2097,Diapers,Baby Care,4,261.33,10%,Pune,50,2015-12-16
2098,Toothpaste,Personal Care,5,329.91,5%,Ahmedabad,58,2015-12-03
2099,Toilet Cleaner,Household,2,69.59,20%,Chennai,22,2015-05-03
2100,Milk,Dairy,2,149.57,15%,Hyderabad,40,2015-03-26
2101,Coca Cola,Beverages,3,232.07,20%,Kolkata,22,2015-03-27
2102,Kurkure,Snacks,5,172.85,10%,Bangalore,35,2015-05-17
2103,Juice,Beverages,2,350.38,15%,Ahmedabad,17,2015-05-06
2104,Kurkure,Snacks,4,405.78,0%,Mumbai,59,2015-05-08
2105,Shampoo,Personal Care,5,270.8,10%,Ahmedabad,26,2015-03-19
2106,Toothpaste,Personal Care,3,222.02,0%,Delhi,10,2015-07-13
2107,Dishwash,Household,1,397.47,0%,Mumbai,55,2015-06-26
2108,Banana,Fruits & Vegetables,2,120.72,0%,Bangalore,18,2015-01-21
2109,Popcorn,Snacks,2,162.39,15%,Ahmedabad,47,2015-05-26
2110,Potato,Fruits & Vegetables,4,435.86,10%,Hyderabad,60,2015-09-24
2111,Dishwash,Household,4,337.1,0%,Mumbai,42,2015-03-13
2112,Toilet Cleaner,Household,3,177.31,5%,Hyderabad,14,2015-05-24
2113,Shampoo,Personal Care,3,208.89,0%,Pune,14,2015-11-01
2114,Dishwash,Household,3,452.24,15%,Pune,29,2015-09-07
2115,Cheese,Dairy,3,340.48,5%,Delhi,22,2015-07-02
2116,Milk,Dairy,1,77.28,20%,Hyderabad,54,2015-11-11
2117,Dishwash,Household,4,296.43,20%,Ahmedabad,51,2015-11-14
2118,Banana,Fruits & Vegetables,5,374.33,15%,Ahmedabad,23,2015-08-17
2119,Diapers,Baby Care,2,279.2,15%,Ahmedabad,56,2015-06-27
2120,Paneer,Dairy,4,334.64,5%,Pune,23,2015-09-24
2121,Dishwash,Household,4,310.61,20%,Ahmedabad,52,2015-04-15
2122,Diapers,Baby Care,5,260.93,10%,Bangalore,38,2015-07-13
2123,Banana,Fruits & Vegetables,2,177.25,10%,Mumbai,31,2015-08-17
2124,Detergent,Household,1,289.85,10%,Delhi,34,2015-05-22
2125,Popcorn,Snacks,4,439.42,15%,Ahmedabad,26,2015-11-05
2126,Pepsi,Beverages,5,62.66,0%,Hyderabad,31,2015-04-03
2127,Baby Lotion,Baby Care,1,370.68,15%,Hyderabad,26,2015-06-14
2128,Detergent,Household,5,346.34,0%,Pune,30,2015-07-26
2129,Toilet Cleaner,Household,1,118.51,10%,Bangalore,33,2015-07-25
2130,Water Bottle,Beverages,2,414.86,20%,Mumbai,57,2015-09-21
2131,Baby Lotion,Baby Care,1,311.76,10%,Chennai,22,2015-02-12
2132,Biscuits,Snacks,5,33.81,5%,Bangalore,50,2015-06-08
2133,Soap,Personal Care,1,281.55,20%,Hyderabad,43,2015-11-01
2134,Potato,Fruits & Vegetables,4,216.25,5%,Kolkata,55,2015-08-06
2135,Biscuits,Snacks,3,191.27,0%,Pune,40,2015-03-13
2136,Diapers,Baby Care,3,84.32,5%,Hyderabad,60,2015-01-07
2137,Banana,Fruits & Vegetables,2,244.43,20%,Chennai,35,2015-12-15
2138,Milk,Dairy,3,425.31,10%,Hyderabad,54,2015-10-15
2139,Baby Lotion,Baby Care,2,268.87,0%,Bangalore,46,2015-09-25
2140,Croissant,Bakery,5,365.99,10%,Pune,32,2015-07-28
2141,Dishwash,Household,5,109.91,15%,Mumbai,46,2015-03-26
2142,Diapers,Baby Care,3,311.58,10%,Pune,51,2015-01-13
2143,Tomato,Fruits & Vegetables,2,69.77,15%,Kolkata,12,2015-09-05
2144,Kurkure,Snacks,4,95.13,0%,Bangalore,32,2015-01-22
2145,Lays Chips,Snacks,3,191.01,5%,Delhi,34,2015-08-22
2146,Milk,Dairy,5,72.73,10%,Pune,13,2015-07-01
2147,Baby Lotion,Baby Care,4,259.71,0%,Delhi,39,2015-02-22
2148,Potato,Fruits & Vegetables,2,264.06,10%,Delhi,11,2015-11-05
2149,Juice,Beverages,5,410.06,10%,Chennai,21,2015-11-20
2150,Popcorn,Snacks,2,110.08,15%,Mumbai,16,2015-04-05
2151,Baby Lotion,Baby Care,1,31.72,20%,Mumbai,47,2015-10-21
2152,Bun,Bakery,5,310.42,5%,Hyderabad,19,2015-10-05
2153,Onion,Fruits & Vegetables,3,179.63,0%,Delhi,11,2015-02-10
2154,Bun,Bakery,1,321.47,10%,Kolkata,24,2015-01-28
2155,Diapers,Baby Care,3,395.26,10%,Mumbai,27,2015-06-18
2156,Pepsi,Beverages,5,186.75,5%,Chennai,41,2015-09-20
2157,Baby Lotion,Baby Care,1,198.16,15%,Chennai,53,2015-11-14
2158,Dishwash,Household,3,284.37,0%,Hyderabad,13,2015-06-05
2159,Dishwash,Household,5,118.83,20%,Hyderabad,58,2015-03-25
2160,Lays Chips,Snacks,4,185.13,20%,Kolkata,22,2015-12-17
2161,Biscuits,Snacks,5,257.55,15%,Hyderabad,21,2015-03-26
2162,Dishwash,Household,3,370.44,10%,Bangalore,28,2015-11-02
2163,Banana,Fruits & Vegetables,4,265.23,20%,Hyderabad,13,2015-06-27
2164,Potato,Fruits & Vegetables,3,374.19,10%,Chennai,11,2015-12-28
2165,Cheese,Dairy,2,276.92,15%,Bangalore,55,2015-04-24
2166,Biscuits,Snacks,5,339.07,15%,Pune,53,2015-06-03
2167,Dishwash,Household,5,120.85,20%,Pune,40,2015-08-13
2168,Biscuits,Snacks,3,359.93,10%,Ahmedabad,59,2015-06-02
2169,Toothpaste,Personal Care,5,334.31,0%,Ahmedabad,22,2015-04-23
2170,Dishwash,Household,2,303.19,10%,Pune,59,2015-08-12
2171,Toilet Cleaner,Household,3,344.8,5%,Ahmedabad,17,2015-09-01
2172,Shampoo,Personal Care,5,247.49,20%,Chennai,45,2015-02-17
2173,Paneer,Dairy,1,194.2,15%,Kolkata,50,2015-05-18
2174,Toothpaste,Personal Care,4,37.71,5%,Hyderabad,53,2015-05-20
2175,Soap,Personal Care,1,474.64,5%,Delhi,32,2015-12-03
2176,Coca Cola,Beverages,4,390.77,5%,Ahmedabad,34,2015-12-19
2177,Water Bottle,Beverages,1,143.79,10%,Pune,20,2015-04-27
2178,Toothpaste,Personal Care,5,199.2,20%,Bangalore,50,2015-06-26
2179,Shampoo,Personal Care,2,213.32,5%,Pune,54,2015-10-24
2180,Curd,Dairy,5,133.27,0%,Chennai,54,2015-12-27
2181,Toothpaste,Personal Care,3,313.8,10%,Kolkata,19,2015-03-20
2182,Bread,Bakery,2,442.02,5%,Mumbai,48,2015-10-18
2183,Lays Chips,Snacks,2,307.22,15%,Bangalore,54,2015-08-23
2184,Pepsi,Beverages,3,350.84,5%,Chennai,37,2015-11-17
2185,Toilet Cleaner,Household,2,485.68,0%,Mumbai,32,2015-12-26
2186,Biscuits,Snacks,1,80.25,20%,Delhi,10,2015-08-15
2187,Toothpaste,Personal Care,2,257.85,10%,Pune,36,2015-01-26
2188,Coca Cola,Beverages,5,468.9,10%,Chennai,51,2015-11-16
2189,Paneer,Dairy,1,194.26,0%,Mumbai,40,2015-10-07
2190,Toilet Cleaner,Household,5,445.39,10%,Pune,21,2015-12-01
2191,Baby Lotion,Baby Care,2,237.64,20%,Hyderabad,41,2015-11-07
2192,Detergent,Household,3,38.11,10%,Chennai,28,2015-11-20
2193,Popcorn,Snacks,4,291.55,15%,Pune,20,2015-04-05
2194,Toothpaste,Personal Care,1,298.83,0%,Hyderabad,25,2015-05-16
2195,Cheese,Dairy,1,262.23,10%,Pune,35,2015-07-26
2196,Coca Cola,Beverages,4,118.87,10%,Pune,60,2015-10-03
2197,Paneer,Dairy,1,352.7,20%,Ahmedabad,51,2015-10-20
2198,Shampoo,Personal Care,3,197.93,20%,Bangalore,24,2015-10-13
